band_1,band_2,band_3,band_4,x,y,z
860.0,653.0,309.0,191.0,673078.13,9371144.31,-7.6736
1278.0,1440.0,1112.0,264.0,673448.013,9371329.546,-1.004126
1383.0,1540.0,1265.0,352.0,673461.636,9371337.636,-0.817422
1346.0,1443.0,1013.0,234.0,673435.856,9371378.111,-0.750699
928.0,762.0,361.0,195.0,673090.257,9371216.58,-4.939245
1388.0,1544.0,1228.0,315.0,673453.179,9371331.441,-0.707422
970.0,950.0,546.0,197.0,673120.907,9371054.386,-0.924119
1545.0,1728.0,1462.0,454.0,673480.358,9371363.055,-0.720699
1057.0,994.0,456.0,176.0,673194.578,9371179.192,-2.657191
976.0,1043.0,797.0,258.0,673410.099,9371299.244,-0.650809
942.0,753.0,321.0,184.0,673022.038,9371159.337,-5.972304
899.0,769.0,382.0,194.0,673131.97,9371181.477,-2.6036
1208.0,1297.0,865.0,203.0,673258.033,9371224.405,-0.887357
916.0,875.0,533.0,206.0,673045.627,9371077.574,-1.180406
918.0,783.0,372.0,186.0,673095.107,9371220.645,-2.869245
766.0,532.0,303.0,202.0,673070.863,9371033.685,-11.474119
1194.0,1314.0,996.0,251.0,673431.182,9371304.644,-1.024126
899.0,769.0,382.0,194.0,673136.571,9371184.609,-2.0636
879.0,712.0,321.0,188.0,673135.826,9371128.992,-5.797191
1020.0,855.0,342.0,171.0,673292.594,9371135.846,-4.350746
1056.0,941.0,383.0,190.0,673226.437,9371330.813,-3.476161
1093.0,1123.0,670.0,181.0,673208.699,9371264.53,-0.856773
1041.0,876.0,347.0,187.0,673335.658,9371152.727,-4.067357000000001
1196.0,1339.0,1018.0,256.0,673407.698,9371356.963,-1.143955
894.0,666.0,339.0,191.0,673092.181,9371155.08,-7.3236
1206.0,1343.0,1030.0,257.0,673448.546,9371319.202,-1.074126
1229.0,1371.0,1045.0,264.0,673399.859,9371274.125,-0.670809
910.0,703.0,322.0,192.0,673050.828,9371183.584,-7.209245
847.0,744.0,422.0,204.0,673062.804,9371064.966,-2.677191
882.0,863.0,546.0,187.0,673161.343,9371150.579,-1.197191
1344.0,1517.0,1181.0,279.0,673452.259,9371323.778,-0.904126
1156.0,1208.0,841.0,225.0,673254.289,9371230.177,-0.903955
1230.0,1310.0,827.0,201.0,673256.258,9371292.871,-0.866773
1002.0,1032.0,622.0,186.0,673150.66,9371194.603,-1.1036
1263.0,1388.0,1053.0,260.0,673433.392,9371322.856,-1.097422
868.0,752.0,353.0,177.0,673200.103,9371123.137,-3.127473
1230.0,1360.0,993.0,256.0,673317.863,9371410.78,-1.146161
1232.0,1186.0,475.0,183.0,673143.46,9371261.235,-2.679245
1358.0,1498.0,1067.0,253.0,673307.673,9371348.934,-0.273054
928.0,808.0,368.0,188.0,673138.286,9371070.844,-3.304119
872.0,689.0,309.0,189.0,673091.898,9371090.862,-4.397191000000001
1344.0,1517.0,1181.0,279.0,673452.656,9371326.87,-0.964126
881.0,769.0,393.0,185.0,673102.434,9371226.811,-2.009245
1194.0,1129.0,447.0,176.0,673307.307,9371187.75,-2.817357
941.0,753.0,333.0,197.0,673081.858,9371209.372,-5.569245
1170.0,1082.0,444.0,177.0,673189.021,9371299.387,-2.729245
1140.0,1193.0,779.0,202.0,673266.364,9371218.178,-1.067357
886.0,758.0,332.0,186.0,673032.267,9371106.035,-3.990406
1263.0,1388.0,1053.0,260.0,673433.179,9371323.965,-1.097422
1303.0,1411.0,935.0,217.0,673277.593,9371305.81,-1.276773
759.0,564.0,331.0,200.0,673089.938,9371052.196,-7.314119
1273.0,1273.0,577.0,179.0,673304.112,9371202.833,-2.147473
860.0,642.0,321.0,185.0,673061.982,9371137.917,-7.9436
966.0,788.0,322.0,174.0,673211.897,9371132.627,-4.937473
1170.0,1082.0,444.0,177.0,673180.968,9371292.623,-2.559245
976.0,1043.0,797.0,258.0,673414.093,9371292.086,-1.214126
1309.0,1443.0,1096.0,270.0,673312.053,9371406.103,-1.216161
872.0,689.0,309.0,189.0,673095.102,9371093.784,-4.687191
934.0,728.0,338.0,201.0,673069.059,9371198.844,-6.189245
746.0,564.0,317.0,200.0,673068.844,9371043.337,-11.324119
935.0,737.0,324.0,183.0,673264.182,9371124.327,-5.210746
1331.0,1480.0,1124.0,281.0,673307.217,9371398.621,-0.916161
1246.0,1388.0,1032.0,253.0,673420.245,9371300.864,-0.680809
1174.0,1088.0,441.0,177.0,673317.145,9371180.47,-3.127357
744.0,546.0,315.0,207.0,673073.507,9371045.416,-11.034119
968.0,764.0,327.0,198.0,673071.825,9371201.231,-6.079245
1286.0,1407.0,921.0,208.0,673264.823,9371296.552,-0.826773
1047.0,1057.0,563.0,189.0,673147.085,9371203.18,-1.133953
1545.0,1728.0,1462.0,454.0,673480.712,9371365.474,-0.620699
1034.0,1006.0,602.0,178.0,673175.176,9371162.401,-1.917191
1053.0,875.0,340.0,181.0,673308.0,9371142.179,-4.780746
1135.0,1070.0,487.0,183.0,673176.972,9371245.031,-1.8636
881.0,769.0,393.0,185.0,673106.271,9371229.935,-2.199245
1050.0,1068.0,761.0,238.0,673350.725,9371237.426,-0.780809
1274.0,1417.0,1036.0,248.0,673310.292,9371276.501,-0.713955
973.0,929.0,576.0,209.0,673025.119,9371061.896,-0.772304
1044.0,863.0,342.0,190.0,673313.565,9371144.325,-4.687357
1346.0,1443.0,1013.0,234.0,673432.653,9371375.195,-0.760699
1007.0,875.0,361.0,199.0,673015.953,9371106.622,-4.392304
1009.0,804.0,341.0,194.0,673000.776,9371130.755,-4.922304
725.0,520.0,296.0,200.0,673093.564,9371025.629,-10.324119
1232.0,1186.0,475.0,183.0,673142.82,9371260.707,-2.619245
1041.0,876.0,347.0,187.0,673337.978,9371153.589,-3.537357
750.0,521.0,293.0,192.0,673099.721,9371033.566,-9.304119
1280.0,1291.0,649.0,177.0,673289.927,9371200.655,-1.937357
1080.0,1053.0,502.0,186.0,673121.126,9371242.408,-1.559245
1020.0,855.0,342.0,171.0,673296.276,9371137.314,-4.560746
1278.0,1440.0,1112.0,264.0,673446.159,9371329.934,-0.684126
1369.0,1551.0,1262.0,359.0,673467.981,9371345.858,-0.677422
1223.0,1380.0,1034.0,275.0,673342.381,9371362.814,-0.733054
1135.0,1070.0,487.0,183.0,673175.638,9371243.892,-2.0136
930.0,732.0,341.0,183.0,673118.006,9371173.138,-5.4636
1206.0,1343.0,1030.0,257.0,673446.145,9371319.537,-0.994126
1263.0,1388.0,1053.0,260.0,673433.119,9371324.118,-1.047422
886.0,758.0,332.0,186.0,673034.564,9371108.991,-4.640406
1194.0,1314.0,996.0,251.0,673437.947,9371309.396,-1.114126
1053.0,875.0,340.0,181.0,673303.122,9371140.234,-4.720746
1208.0,1297.0,865.0,203.0,673252.479,9371228.524,-0.903955
1197.0,1161.0,493.0,177.0,673159.957,9371232.108,-2.1236
1312.0,1507.0,1154.0,292.0,673329.19,9371352.882,-0.903054
1426.0,1604.0,1309.0,373.0,673473.106,9371365.319,-0.720699
1098.0,1080.0,557.0,186.0,673144.922,9371219.046,-1.583953
1170.0,1082.0,444.0,177.0,673183.526,9371294.805,-2.659245
1345.0,1499.0,1120.0,271.0,673318.221,9371354.211,-1.013054
882.0,863.0,546.0,187.0,673167.915,9371156.26,-1.287191
1116.0,1109.0,606.0,172.0,673199.646,9371257.549,-1.016773
943.0,749.0,333.0,198.0,673122.327,9371175.808,-5.0536
1077.0,981.0,384.0,186.0,673212.306,9371318.941,-3.299245
1302.0,1457.0,1112.0,299.0,673339.934,9371360.764,-0.713054
986.0,806.0,331.0,187.0,673017.929,9371155.87,-6.092304
1234.0,1229.0,646.0,196.0,673134.291,9371317.742,-1.573953
1220.0,1215.0,571.0,194.0,673143.25,9371309.884,-1.783953
886.0,670.0,324.0,182.0,673040.766,9371174.977,-6.962304
1152.0,1094.0,457.0,189.0,673185.404,9371278.4,-2.333953
1053.0,875.0,340.0,181.0,673306.622,9371141.636,-4.740746
1257.0,1337.0,927.0,204.0,673237.403,9371239.734,-0.807357
1210.0,1307.0,936.0,235.0,673294.308,9371387.721,-0.716161
1210.0,1307.0,936.0,235.0,673293.106,9371386.653,-0.736161
766.0,532.0,303.0,202.0,673076.343,9371030.777,-10.804119
890.0,826.0,439.0,220.0,673202.13,9371098.859,-1.270746
1278.0,1440.0,1112.0,264.0,673448.384,9371323.639,-0.954126
1189.0,1275.0,810.0,189.0,673225.482,9371276.013,-1.516773
854.0,645.0,314.0,193.0,673059.96,9371136.543,-7.8136
891.0,922.0,702.0,239.0,673416.104,9371286.284,-0.680809
1338.0,1469.0,1151.0,284.0,673441.655,9371330.409,-0.674126
1231.0,1321.0,852.0,202.0,673282.897,9371378.201,-0.856161
921.0,862.0,498.0,195.0,673069.703,9371071.167,-1.997191
930.0,732.0,341.0,183.0,673116.717,9371172.263,-5.5336
1151.0,1239.0,863.0,217.0,673226.854,9371247.753,-0.757357
1022.0,1060.0,722.0,214.0,673388.482,9371401.616,-0.883054
1105.0,1153.0,802.0,227.0,673347.277,9371235.031,-0.750809
847.0,744.0,422.0,204.0,673066.196,9371068.101,-2.477191
1080.0,1053.0,502.0,186.0,673127.282,9371247.791,-2.389245
910.0,703.0,322.0,192.0,673052.062,9371184.535,-6.919245
1185.0,1259.0,859.0,206.0,673237.649,9371279.973,-1.556773
860.0,642.0,321.0,185.0,673063.584,9371139.178,-7.8336
873.0,680.0,317.0,196.0,673114.126,9371109.977,-6.597191
1224.0,1319.0,906.0,225.0,673240.037,9371237.752,-0.817357
1025.0,1068.0,784.0,231.0,673335.337,9371424.826,-0.836161
850.0,688.0,338.0,182.0,673273.773,9371128.344,-3.070746
1223.0,1206.0,602.0,196.0,673132.256,9371305.316,-1.703953
1263.0,1388.0,1053.0,260.0,673432.393,9371320.679,-1.137422
1105.0,1153.0,802.0,227.0,673342.884,9371232.093,-0.830809
904.0,902.0,472.0,185.0,673149.837,9371183.288,-1.123953
1309.0,1457.0,1106.0,285.0,673346.72,9371305.838,-0.703955
1331.0,1480.0,1124.0,281.0,673308.077,9371399.931,-0.956161
1246.0,1388.0,1032.0,253.0,673427.912,9371302.215,-1.134126
874.0,719.0,330.0,179.0,673038.409,9371114.242,-5.530406
1137.0,1189.0,767.0,195.0,673211.555,9371266.534,-0.946773
1015.0,1016.0,552.0,199.0,673028.032,9371084.348,-1.502304
1344.0,1517.0,1181.0,279.0,673450.974,9371323.519,-0.944126
850.0,688.0,338.0,182.0,673273.03,9371128.004,-2.960746
1041.0,876.0,347.0,187.0,673333.438,9371151.93,-4.197357
851.0,716.0,341.0,185.0,673180.461,9371106.884,-4.057473
898.0,695.0,326.0,200.0,673103.655,9371162.902,-6.6036
1196.0,1339.0,1018.0,256.0,673402.896,9371353.436,-1.093955
1208.0,1351.0,1014.0,267.0,673398.329,9371350.095,-1.063955
1309.0,1443.0,1096.0,270.0,673316.713,9371409.885,-1.106161
1285.0,1350.0,863.0,192.0,673442.093,9371382.329,-0.900699
800.0,660.0,358.0,187.0,673279.741,9371130.811,-3.130746
1285.0,1350.0,863.0,192.0,673440.952,9371381.561,-0.960699
863.0,752.0,432.0,179.0,673156.767,9371146.526,-1.737191
1263.0,1388.0,1053.0,260.0,673432.4,9371320.681,-1.127422
1248.0,1161.0,478.0,178.0,673136.339,9371255.274,-2.549245
876.0,712.0,362.0,188.0,673080.165,9371080.231,-2.327191
1263.0,1388.0,1053.0,260.0,673432.4,9371320.68,-1.077422
1022.0,1103.0,802.0,235.0,673353.981,9371240.008,-0.790809
1084.0,1113.0,787.0,222.0,673338.982,9371431.405,-0.796161
1234.0,1229.0,646.0,196.0,673131.605,9371310.81,-1.593953
1172.0,1272.0,884.0,210.0,673231.118,9371244.411,-0.827357
1378.0,1510.0,1158.0,281.0,673311.925,9371332.319,-0.946773
1208.0,1297.0,865.0,203.0,673250.94,9371226.766,-0.873955
1201.0,1132.0,450.0,185.0,673172.936,9371287.709,-2.403953
1264.0,1390.0,1060.0,258.0,673329.797,9371292.08,-0.703955
1022.0,1103.0,802.0,235.0,673355.271,9371240.983,-0.780809
1378.0,1497.0,1064.0,229.0,673457.926,9371377.536,-0.670699
1022.0,1103.0,802.0,235.0,673359.641,9371244.122,-0.760809
1310.0,1386.0,901.0,206.0,673450.449,9371384.065,-0.870699
1093.0,1123.0,670.0,181.0,673207.643,9371261.868,-0.897357
879.0,718.0,366.0,189.0,673184.81,9371091.859,-2.540746
1309.0,1457.0,1106.0,285.0,673342.505,9371302.388,-0.753955
883.0,814.0,446.0,208.0,673059.025,9371061.554,-2.637191
899.0,769.0,382.0,194.0,673137.12,9371185.012,-1.9836
1426.0,1604.0,1309.0,373.0,673472.818,9371365.318,-0.700699
991.0,936.0,561.0,189.0,673151.585,9371171.325,-0.943953
1263.0,1388.0,1053.0,260.0,673433.282,9371323.689,-1.017422
1358.0,1498.0,1067.0,253.0,673308.653,9371349.854,-0.693054
1201.0,1341.0,976.0,238.0,673366.409,9371249.295,-0.700809
1189.0,1275.0,810.0,189.0,673220.259,9371272.615,-1.716773
850.0,654.0,323.0,195.0,673102.999,9371100.483,-4.587191
1184.0,1138.0,460.0,185.0,673155.469,9371271.169,-2.509245
935.0,884.0,541.0,189.0,673273.802,9371179.853,-1.187473
1172.0,1272.0,884.0,210.0,673234.171,9371242.127,-0.737357
977.0,907.0,417.0,171.0,673190.227,9371300.395,-2.539245
746.0,564.0,317.0,200.0,673068.26,9371043.067,-11.074119
869.0,678.0,314.0,189.0,673101.558,9371099.261,-4.797191
851.0,716.0,341.0,185.0,673183.798,9371109.775,-3.027473
872.0,718.0,340.0,187.0,673142.18,9371134.348,-4.507191
1151.0,1109.0,485.0,182.0,673142.369,9371236.522,-2.213953
1011.0,855.0,340.0,189.0,673010.448,9371115.296,-4.672304
863.0,752.0,432.0,179.0,673157.439,9371147.081,-1.427191
1060.0,991.0,416.0,177.0,673244.177,9371345.626,-3.036161
968.0,764.0,327.0,198.0,673075.457,9371204.086,-5.859245
1263.0,1388.0,1053.0,260.0,673431.7,9371326.681,-1.017422
1137.0,996.0,400.0,183.0,673328.783,9371171.787,-2.907357
1312.0,1507.0,1154.0,292.0,673321.548,9371352.253,-0.963054
1345.0,1499.0,1120.0,271.0,673316.469,9371353.962,-1.013054
756.0,556.0,340.0,202.0,673091.365,9371052.799,-6.954119
890.0,758.0,343.0,182.0,673233.374,9371112.063,-4.030746
1175.0,1245.0,843.0,208.0,673243.295,9371220.208,-0.953955
1189.0,1275.0,810.0,189.0,673223.474,9371274.616,-0.966773
1196.0,1339.0,1018.0,256.0,673407.008,9371356.44,-0.813955
1280.0,1291.0,649.0,177.0,673289.257,9371201.12,-1.877357
1197.0,1161.0,493.0,177.0,673158.254,9371231.074,-1.9336
1175.0,1271.0,833.0,201.0,673249.967,9371287.772,-0.826773
1239.0,1204.0,540.0,188.0,673151.583,9371303.574,-1.943953
1302.0,1420.0,1079.0,269.0,673430.428,9371330.83,-1.114126
774.0,669.0,369.0,201.0,673103.377,9371058.042,-1.800746
915.0,812.0,425.0,209.0,673077.694,9371077.954,-1.817191
1070.0,1184.0,913.0,269.0,673410.78,9371301.896,-0.640809
1017.0,1021.0,627.0,197.0,673027.007,9371078.367,-0.912304
1266.0,1441.0,1127.0,318.0,673384.761,9371339.41,-0.953955
986.0,806.0,331.0,187.0,673013.083,9371151.923,-5.742304
1060.0,991.0,416.0,177.0,673248.544,9371349.295,-2.726161
1210.0,1307.0,936.0,235.0,673291.495,9371385.317,-0.756161
915.0,812.0,425.0,209.0,673072.626,9371073.591,-1.597191
1270.0,1375.0,929.0,213.0,673277.844,9371249.678,-0.893955
1277.0,1401.0,1014.0,241.0,673420.134,9371366.026,-1.370699
851.0,716.0,341.0,185.0,673181.787,9371107.993,-3.547473
758.0,516.0,303.0,200.0,673105.438,9371039.636,-7.034119
1196.0,1339.0,1018.0,256.0,673404.944,9371354.941,-1.103955
1545.0,1728.0,1462.0,454.0,673480.332,9371362.934,-0.600699
872.0,645.0,316.0,186.0,673085.147,9371149.494,-7.5636
1223.0,1158.0,500.0,176.0,673164.082,9371235.119,-2.1436
1243.0,1162.0,471.0,178.0,673140.798,9371247.47,-2.393953
1163.0,1206.0,736.0,197.0,673272.173,9371213.958,-1.247357
1278.0,1440.0,1112.0,264.0,673445.747,9371324.196,-0.984126
1277.0,1401.0,1014.0,241.0,673421.53,9371366.988,-1.250699
1277.0,1374.0,955.0,219.0,673281.247,9371252.407,-0.803955
1263.0,1388.0,1053.0,260.0,673432.232,9371321.07,-1.217422
960.0,833.0,365.0,182.0,673258.736,9371169.247,-1.557473
1105.0,1153.0,802.0,227.0,673346.704,9371234.711,-0.670809
1044.0,863.0,342.0,190.0,673316.32,9371145.451,-4.487357000000001
1118.0,1128.0,575.0,183.0,673263.139,9371361.63,-1.826161
1224.0,1356.0,1061.0,293.0,673391.761,9371345.075,-0.923955
1148.0,1120.0,522.0,183.0,673156.489,9371225.359,-1.8936
886.0,670.0,324.0,182.0,673041.323,9371175.495,-7.102304
976.0,1043.0,797.0,258.0,673417.63,9371294.728,-1.214126
1321.0,1292.0,662.0,186.0,673320.5,9371215.127,-1.667473
1070.0,1184.0,913.0,269.0,673410.042,9371301.019,-0.710809
1545.0,1728.0,1462.0,454.0,673480.568,9371368.425,-0.760699
1123.0,1109.0,540.0,174.0,673180.65,9371247.402,-1.696773
1133.0,1242.0,931.0,243.0,673424.712,9371297.598,-0.690809
869.0,678.0,314.0,189.0,673100.05,9371098.018,-3.767191
1334.0,1457.0,1056.0,236.0,673308.686,9371350.062,-0.703054
1286.0,1407.0,921.0,208.0,673263.727,9371296.433,-0.896773
1086.0,1156.0,862.0,241.0,673328.415,9371419.157,-1.256161
1383.0,1540.0,1265.0,352.0,673461.612,9371333.785,-0.827422
860.0,642.0,321.0,185.0,673060.403,9371136.785,-8.0036
1034.0,1006.0,602.0,178.0,673173.984,9371161.429,-1.807191
896.0,721.0,326.0,189.0,673169.929,9371098.096,-4.917473
960.0,833.0,365.0,182.0,673254.087,9371165.909,-2.777473
1117.0,1181.0,782.0,201.0,673241.655,9371218.89,-0.913955
1309.0,1457.0,1106.0,285.0,673344.584,9371304.047,-0.663955
1101.0,1077.0,591.0,186.0,673218.86,9371199.829,-1.337191
1248.0,1309.0,773.0,190.0,673273.561,9371370.307,-1.146161
1225.0,1214.0,562.0,190.0,673133.568,9371296.199,-1.843953
1286.0,1260.0,551.0,171.0,673292.92,9371194.615,-2.177473
1032.0,948.0,477.0,179.0,673114.569,9371236.922,-1.699245
798.0,651.0,354.0,198.0,673057.613,9371059.231,-3.947191
844.0,747.0,390.0,202.0,673171.202,9371086.153,-1.380746
1270.0,1375.0,929.0,213.0,673276.486,9371248.624,-0.733955
1015.0,1016.0,552.0,199.0,673028.094,9371084.811,-1.572304
1302.0,1420.0,1079.0,269.0,673431.986,9371331.636,-1.204126
1181.0,1305.0,971.0,246.0,673410.528,9371359.083,-1.173955
1223.0,1158.0,500.0,176.0,673168.219,9371238.432,-2.0336
1077.0,976.0,391.0,180.0,673208.017,9371315.366,-3.309245
1312.0,1507.0,1154.0,292.0,673324.623,9371351.742,-0.903054
921.0,744.0,325.0,178.0,673252.89,9371119.91,-5.640746
990.0,810.0,346.0,195.0,673002.105,9371143.042,-5.152304
904.0,902.0,472.0,185.0,673149.516,9371185.626,-1.133953
994.0,902.0,385.0,182.0,673343.529,9371155.463,-2.607357
883.0,814.0,446.0,208.0,673054.896,9371066.437,-1.610406
1545.0,1728.0,1462.0,454.0,673480.855,9371365.692,-0.860699
886.0,758.0,332.0,186.0,673035.114,9371109.772,-4.640406
1223.0,1158.0,500.0,176.0,673164.969,9371235.986,-2.1436
1057.0,994.0,456.0,176.0,673193.322,9371178.091,-2.067191
882.0,863.0,546.0,187.0,673168.484,9371156.827,-1.377191
1227.0,1191.0,536.0,190.0,673135.324,9371284.408,-2.283953
863.0,752.0,432.0,179.0,673158.692,9371148.211,-1.327191
1133.0,1242.0,931.0,243.0,673420.318,9371299.163,-0.710809
1137.0,996.0,400.0,183.0,673320.424,9371178.141,-3.257357
879.0,712.0,321.0,188.0,673136.537,9371129.562,-5.697191
1074.0,1045.0,511.0,183.0,673144.047,9371224.831,-1.753953
1219.0,1354.0,964.0,224.0,673291.312,9371260.681,-0.743955
977.0,907.0,417.0,171.0,673191.939,9371301.9,-2.699245
1278.0,1440.0,1112.0,264.0,673445.401,9371320.962,-1.034126
1309.0,1443.0,1096.0,270.0,673314.354,9371407.914,-1.196161
1002.0,1032.0,622.0,186.0,673151.396,9371199.165,-1.0836
1056.0,941.0,383.0,190.0,673229.39,9371333.266,-3.506161
960.0,833.0,365.0,182.0,673255.242,9371166.809,-2.137473
973.0,929.0,576.0,209.0,673025.459,9371069.865,-1.232304
798.0,651.0,354.0,198.0,673057.635,9371059.803,-2.997191
1278.0,1440.0,1112.0,264.0,673445.753,9371326.123,-0.627422
1263.0,1388.0,1053.0,260.0,673433.056,9371324.268,-1.037422
1344.0,1517.0,1181.0,279.0,673452.095,9371323.718,-0.914126
1278.0,1440.0,1112.0,264.0,673445.67,9371320.534,-0.954126
1302.0,1420.0,1079.0,269.0,673430.349,9371330.283,-1.074126
1077.0,976.0,391.0,180.0,673209.234,9371316.399,-3.309245
928.0,762.0,361.0,195.0,673092.089,9371218.15,-4.639245
1070.0,913.0,356.0,198.0,673009.584,9371116.61,-4.762304
1321.0,1492.0,1165.0,286.0,673356.473,9371313.643,-0.933955
1389.0,1554.0,1207.0,306.0,673475.108,9371370.659,-0.830699
1152.0,1095.0,447.0,184.0,673180.712,9371281.902,-2.563953
844.0,747.0,390.0,202.0,673179.5,9371089.748,-2.490746
990.0,810.0,346.0,195.0,673000.884,9371142.148,-5.022304
1011.0,855.0,340.0,189.0,673011.635,9371113.38,-4.622304
1151.0,1109.0,485.0,182.0,673142.094,9371238.365,-2.183953
1077.0,976.0,391.0,180.0,673207.358,9371314.806,-3.379245
1029.0,872.0,359.0,194.0,672999.266,9371140.801,-4.992304
883.0,814.0,446.0,208.0,673059.437,9371061.956,-2.897191
1378.0,1510.0,1158.0,281.0,673312.534,9371332.195,-0.916773
1093.0,1123.0,670.0,181.0,673209.597,9371260.383,-0.897357
758.0,516.0,303.0,200.0,673103.849,9371037.99,-8.014119000000003
929.0,742.0,330.0,175.0,673249.992,9371118.682,-5.680746
1383.0,1540.0,1265.0,352.0,673460.655,9371336.222,-0.747422
1278.0,1440.0,1112.0,264.0,673449.753,9371323.308,-1.004126
1122.0,1189.0,793.0,214.0,673346.932,9371436.736,-0.926161
867.0,648.0,299.0,185.0,673065.194,9371140.552,-7.8036
1133.0,1242.0,931.0,243.0,673421.223,9371298.448,-0.710809
1358.0,1498.0,1067.0,253.0,673308.236,9371348.067,-0.793054
854.0,645.0,314.0,193.0,673055.608,9371132.523,-7.7036
1243.0,1162.0,471.0,178.0,673141.158,9371245.093,-2.363953
928.0,808.0,368.0,188.0,673138.889,9371071.343,-3.324119
1358.0,1498.0,1067.0,253.0,673308.653,9371349.854,-0.693054
857.0,746.0,381.0,189.0,673196.174,9371119.732,-1.977473
876.0,799.0,480.0,182.0,673260.449,9371170.389,-1.307473
1070.0,1184.0,913.0,269.0,673410.343,9371301.477,-0.660809
992.0,840.0,355.0,181.0,673142.819,9371074.371,-3.567473
1164.0,1199.0,715.0,190.0,673216.319,9371270.028,-1.626773
1170.0,1082.0,444.0,177.0,673184.142,9371295.348,-2.509245
1032.0,948.0,477.0,179.0,673117.568,9371239.394,-1.419245
1093.0,1123.0,670.0,181.0,673209.817,9371265.266,-0.856773
1426.0,1604.0,1309.0,373.0,673475.514,9371369.504,-0.780699
952.0,745.0,318.0,190.0,673255.868,9371121.096,-5.630746
1378.0,1497.0,1064.0,229.0,673456.749,9371378.511,-0.720699
1263.0,1388.0,1053.0,260.0,673432.343,9371320.719,-1.057422
1369.0,1551.0,1262.0,359.0,673465.004,9371343.421,-0.857422
996.0,804.0,326.0,187.0,673239.59,9371154.312,-5.137473
1248.0,1161.0,478.0,178.0,673130.267,9371250.056,-2.399245
943.0,749.0,333.0,198.0,673123.662,9371176.7,-4.7736
744.0,546.0,315.0,207.0,673071.197,9371044.374,-11.214119
1050.0,1089.0,806.0,223.0,673368.708,9371385.011,-0.743054
1194.0,1314.0,996.0,251.0,673432.265,9371305.444,-1.054126
1164.0,1199.0,715.0,190.0,673217.791,9371271.088,-1.676773
1064.0,1000.0,493.0,169.0,673401.477,9371424.591,-2.183054
1191.0,1215.0,754.0,196.0,673394.327,9371406.547,-1.183054
759.0,564.0,331.0,200.0,673084.932,9371050.081,-10.394119
1093.0,1123.0,670.0,181.0,673203.814,9371264.693,-1.047357
881.0,769.0,393.0,185.0,673103.066,9371227.343,-1.869245
937.0,941.0,573.0,189.0,673275.282,9371181.024,-1.357473
1125.0,1130.0,609.0,182.0,673154.144,9371213.782,-1.4736
1122.0,1189.0,793.0,214.0,673343.438,9371434.453,-0.886161
1263.0,1388.0,1053.0,260.0,673431.31,9371320.293,-1.207422
1118.0,1128.0,575.0,183.0,673261.922,9371360.619,-1.996161
943.0,755.0,330.0,195.0,673023.88,9371160.892,-6.452304
1388.0,1544.0,1228.0,315.0,673459.674,9371335.602,-0.767422
916.0,875.0,533.0,206.0,673048.427,9371074.202,-1.240406
950.0,939.0,517.0,189.0,673149.956,9371193.537,-1.0736
1240.0,1159.0,459.0,181.0,673141.505,9371259.656,-2.509245
1212.0,1245.0,792.0,192.0,673239.574,9371280.139,-1.396773
1208.0,1297.0,865.0,203.0,673254.385,9371227.19,-0.887357
1389.0,1554.0,1207.0,306.0,673479.721,9371370.654,-0.740699
1286.0,1260.0,551.0,171.0,673295.281,9371196.711,-2.247357
852.0,694.0,333.0,184.0,673157.279,9371129.654,-4.330534
879.0,765.0,366.0,183.0,673196.833,9371120.295,-2.287473
873.0,680.0,317.0,196.0,673111.381,9371107.696,-6.427191
847.0,744.0,422.0,204.0,673060.816,9371063.24,-2.767191
992.0,840.0,355.0,181.0,673143.437,9371074.888,-3.440746
904.0,871.0,512.0,194.0,673152.96,9371162.211,-1.190534
1205.0,1119.0,464.0,195.0,673179.7,9371291.561,-2.619245
1224.0,1356.0,1061.0,293.0,673393.498,9371346.399,-1.003955
992.0,840.0,355.0,181.0,673149.381,9371079.968,-4.097473
882.0,863.0,546.0,187.0,673169.066,9371157.361,-1.427191
1133.0,1242.0,931.0,243.0,673425.27,9371297.46,-0.690809
1302.0,1420.0,1079.0,269.0,673439.55,9371330.748,-0.644126
974.0,938.0,533.0,191.0,673170.976,9371158.973,-1.267191
943.0,749.0,333.0,198.0,673124.952,9371177.548,-4.6236
1053.0,875.0,340.0,181.0,673305.933,9371141.362,-4.660746
1193.0,1149.0,507.0,185.0,673137.333,9371271.659,-2.363953
774.0,669.0,369.0,201.0,673104.055,9371058.322,-1.950746
1273.0,1273.0,577.0,179.0,673303.404,9371202.271,-2.107473
1193.0,1149.0,507.0,185.0,673137.203,9371272.464,-2.293953
1220.0,1215.0,571.0,194.0,673145.055,9371308.52,-1.903953
843.0,724.0,355.0,188.0,673189.899,9371114.555,-2.077473
1358.0,1498.0,1067.0,253.0,673308.187,9371349.892,-0.273054
1151.0,1109.0,485.0,182.0,673141.851,9371239.932,-2.413953
876.0,683.0,325.0,193.0,673049.102,9371125.825,-5.3036
740.0,507.0,309.0,189.0,673085.087,9371024.177,-10.264119
1321.0,1292.0,662.0,186.0,673324.34,9371217.892,-1.487473
1140.0,1193.0,779.0,202.0,673267.692,9371217.263,-0.997357
1358.0,1498.0,1067.0,253.0,673308.183,9371349.282,-0.713054
992.0,840.0,355.0,181.0,673141.018,9371073.874,-3.490746
1086.0,1013.0,446.0,188.0,673343.59,9371161.57,-2.337357
1303.0,1411.0,935.0,217.0,673272.346,9371301.891,-1.326773
