band_1,band_2,band_3,band_4,x,y,z
888.0,759.0,363.0,172.0,673281.171,9371131.369,-3.310746
1303.0,1411.0,935.0,217.0,673274.991,9371303.822,-1.326773
1248.0,1161.0,478.0,178.0,673135.157,9371254.272,-2.349245
960.0,773.0,331.0,195.0,673233.672,9371149.502,-5.487473
1321.0,1492.0,1165.0,286.0,673359.669,9371317.621,-0.913955
976.0,1043.0,797.0,258.0,673414.117,9371292.089,-1.254126
862.0,797.0,482.0,190.0,673153.916,9371155.381,-1.000534
1059.0,1088.0,628.0,188.0,673151.972,9371202.004,-1.1336
1201.0,1132.0,450.0,185.0,673175.517,9371285.783,-2.413953
898.0,695.0,326.0,200.0,673108.718,9371166.703,-6.1836
879.0,712.0,321.0,188.0,673134.487,9371127.838,-5.827191
1223.0,1380.0,1034.0,275.0,673344.178,9371364.38,-0.773054
1223.0,1297.0,870.0,212.0,673289.68,9371383.871,-0.756161
1312.0,1507.0,1154.0,292.0,673325.136,9371351.611,-0.903054
916.0,875.0,533.0,206.0,673044.612,9371078.744,-1.190406
1051.0,944.0,377.0,191.0,673214.939,9371321.029,-3.429245
927.0,802.0,378.0,190.0,673150.852,9371077.942,-3.440746
1038.0,856.0,346.0,184.0,673249.113,9371162.216,-4.147473
1223.0,1158.0,500.0,176.0,673166.451,9371237.107,-2.1236
1310.0,1386.0,901.0,206.0,673451.56,9371383.154,-0.820699
1309.0,1457.0,1106.0,285.0,673349.575,9371308.061,-0.643955
1303.0,1411.0,935.0,217.0,673278.066,9371306.185,-1.256773
766.0,532.0,303.0,202.0,673071.428,9371033.376,-11.764119
1093.0,1123.0,670.0,181.0,673208.14,9371264.153,-0.826773
1191.0,1215.0,754.0,196.0,673391.087,9371403.895,-0.973054
1032.0,948.0,477.0,179.0,673115.83,9371237.952,-1.609245
843.0,724.0,355.0,188.0,673187.525,9371112.654,-2.397473
986.0,806.0,331.0,187.0,673015.483,9371153.747,-5.832304
1041.0,986.0,473.0,185.0,673202.562,9371185.859,-2.637191
901.0,715.0,313.0,190.0,673049.289,9371182.139,-6.859245
908.0,702.0,320.0,189.0,673161.134,9371100.299,-5.870534
1117.0,1181.0,782.0,201.0,673240.852,9371218.277,-0.903955
1358.0,1498.0,1067.0,253.0,673308.554,9371349.989,-0.713054
1403.0,1563.0,1301.0,386.0,673470.521,9371346.881,-0.800699
876.0,683.0,325.0,193.0,673048.629,9371125.371,-5.7036
1403.0,1563.0,1301.0,386.0,673473.016,9371340.135,-0.787422
1174.0,1088.0,441.0,177.0,673313.854,9371182.88,-3.047357
888.0,759.0,363.0,172.0,673285.846,9371133.2,-3.760746
1011.0,1016.0,539.0,177.0,673283.074,9371186.768,-1.877473
876.0,712.0,362.0,188.0,673087.176,9371086.576,-4.257191
883.0,814.0,446.0,208.0,673052.235,9371069.935,-1.430406
1170.0,1082.0,444.0,177.0,673189.608,9371299.861,-2.669245
986.0,806.0,331.0,187.0,673014.835,9371153.287,-5.902304
876.0,683.0,325.0,193.0,673049.544,9371126.274,-5.2336
1426.0,1604.0,1309.0,373.0,673475.087,9371367.74,-0.690699
1369.0,1551.0,1262.0,359.0,673468.192,9371345.841,-0.687422
1383.0,1540.0,1265.0,352.0,673461.71,9371333.742,-0.847422
1145.0,1123.0,595.0,185.0,673398.417,9371427.192,-2.173054
750.0,521.0,293.0,192.0,673097.891,9371031.378,-9.614119
934.0,728.0,338.0,201.0,673067.958,9371197.916,-6.289245
1060.0,991.0,416.0,177.0,673241.653,9371343.699,-3.056161
1426.0,1604.0,1309.0,373.0,673475.618,9371369.209,-0.880699
1015.0,1016.0,552.0,199.0,673027.748,9371082.103,-1.072304
1196.0,1339.0,1018.0,256.0,673400.834,9371351.878,-1.103955
850.0,654.0,323.0,195.0,673109.972,9371106.519,-6.357191
1221.0,1211.0,594.0,192.0,673140.523,9371311.82,-1.743953
1093.0,1123.0,670.0,181.0,673204.645,9371261.467,-0.976773
1201.0,1132.0,450.0,185.0,673179.45,9371282.865,-2.553953
1182.0,1212.0,679.0,191.0,673271.16,9371368.357,-1.126161
1254.0,1389.0,1072.0,294.0,673386.674,9371341.109,-0.873955
1048.0,883.0,355.0,191.0,672997.822,9371138.239,-4.822304
1305.0,1443.0,1073.0,247.0,673388.412,9371265.657,-0.680809
850.0,654.0,323.0,195.0,673107.92,9371104.658,-5.987191
1286.0,1260.0,551.0,171.0,673296.698,9371197.256,-2.257473
898.0,695.0,326.0,200.0,673100.59,9371160.819,-6.9336
1303.0,1411.0,935.0,217.0,673273.925,9371303.005,-1.376773
925.0,756.0,320.0,184.0,673220.376,9371139.066,-4.987473
890.0,826.0,439.0,220.0,673205.143,9371099.97,-1.150746
1245.0,1421.0,1117.0,314.0,673377.573,9371332.049,-0.973955
1048.0,883.0,355.0,191.0,672997.981,9371138.949,-4.732304
1070.0,1184.0,913.0,269.0,673417.094,9371305.641,-0.710809
1263.0,1388.0,1053.0,260.0,673432.393,9371320.679,-1.137422
1133.0,1242.0,931.0,243.0,673425.169,9371292.89,-0.750809
1015.0,1016.0,552.0,199.0,673027.756,9371089.015,-2.102304
1086.0,1156.0,862.0,241.0,673321.23,9371413.437,-1.146161
894.0,666.0,339.0,191.0,673099.418,9371159.92,-6.8236
916.0,875.0,533.0,206.0,673045.122,9371078.148,-1.130406
868.0,752.0,353.0,177.0,673202.354,9371124.936,-3.617473
860.0,653.0,309.0,191.0,673077.627,9371144.019,-7.6336
1100.0,1067.0,493.0,184.0,673195.427,9371270.956,-1.337357
1179.0,1270.0,952.0,242.0,673354.039,9371372.657,-0.693054
891.0,922.0,702.0,239.0,673413.204,9371284.158,-0.660809
1302.0,1445.0,1157.0,316.0,673374.344,9371329.583,-0.903955
976.0,1043.0,797.0,258.0,673413.709,9371294.313,-1.184126
884.0,707.0,311.0,180.0,673178.487,9371105.425,-3.947473
1345.0,1499.0,1120.0,271.0,673312.072,9371351.518,-1.043054
1302.0,1420.0,1079.0,269.0,673436.3,9371331.007,-0.654126
1070.0,1184.0,913.0,269.0,673417.268,9371305.769,-0.680809
1206.0,1343.0,1030.0,257.0,673440.43,9371311.163,-0.984126
1276.0,1262.0,579.0,178.0,673312.627,9371209.459,-1.687473
981.0,860.0,375.0,189.0,673025.393,9371092.003,-2.552304
1243.0,1162.0,471.0,178.0,673141.652,9371241.537,-2.403953
1344.0,1517.0,1181.0,279.0,673452.853,9371324.487,-0.914126
905.0,817.0,461.0,203.0,673224.756,9371108.507,-2.180746
1309.0,1443.0,1096.0,270.0,673311.017,9371405.214,-1.146161
868.0,822.0,458.0,197.0,673205.857,9371100.273,-1.320746
1254.0,1354.0,974.0,240.0,673367.695,9371250.273,-0.740809
910.0,898.0,533.0,208.0,673052.008,9371070.193,-1.480406
1198.0,1143.0,459.0,176.0,673167.587,9371281.502,-2.539245
1151.0,1250.0,957.0,253.0,673391.812,9371268.235,-0.690809
863.0,752.0,432.0,179.0,673155.75,9371140.905,-2.260534
1167.0,1108.0,510.0,183.0,673260.166,9371359.125,-2.146161
1017.0,1021.0,627.0,197.0,673027.215,9371079.296,-0.942304
1223.0,1158.0,500.0,176.0,673164.519,9371235.566,-2.1836
1060.0,991.0,416.0,177.0,673245.404,9371346.644,-2.876161
1117.0,1152.0,732.0,193.0,673230.69,9371209.762,-0.843955
1383.0,1540.0,1265.0,352.0,673461.64,9371337.085,-0.807422
1225.0,1214.0,562.0,190.0,673133.06,9371299.62,-1.803953
1162.0,1276.0,982.0,274.0,673408.972,9371297.987,-1.100809
906.0,764.0,360.0,190.0,673031.003,9371095.242,-3.320406
950.0,939.0,517.0,189.0,673148.303,9371194.417,-1.063953
1248.0,1161.0,478.0,178.0,673139.943,9371253.575,-2.373953
1374.0,1527.0,1168.0,269.0,673313.189,9371329.632,-0.976773
1345.0,1499.0,1120.0,271.0,673318.762,9371354.065,-0.983054
1048.0,883.0,355.0,191.0,672999.151,9371133.329,-4.822304
890.0,758.0,343.0,182.0,673232.62,9371111.733,-3.970746
863.0,752.0,432.0,179.0,673154.581,9371149.658,-1.340534
1022.0,1060.0,722.0,214.0,673389.804,9371402.828,-0.953054
1328.0,1457.0,1003.0,224.0,673285.163,9371310.092,-1.236773
1172.0,1272.0,884.0,210.0,673236.138,9371240.703,-0.617357
759.0,538.0,310.0,203.0,673081.575,9371048.697,-10.714119
886.0,690.0,335.0,188.0,673159.741,9371111.442,-6.030534
863.0,644.0,311.0,188.0,673052.188,9371128.842,-5.5336
1248.0,1309.0,773.0,190.0,673275.403,9371371.925,-1.086161
1240.0,1159.0,459.0,181.0,673140.254,9371258.56,-2.499245
1007.0,875.0,361.0,199.0,673014.793,9371108.483,-4.552304
1240.0,1159.0,459.0,181.0,673140.866,9371259.101,-2.519245
950.0,939.0,517.0,189.0,673147.484,9371191.61,-1.2536
1223.0,1380.0,1034.0,275.0,673345.449,9371365.387,-0.693054
1248.0,1161.0,478.0,178.0,673139.428,9371257.335,-2.453953
863.0,752.0,432.0,179.0,673155.429,9371143.375,-1.970534
1050.0,1089.0,806.0,223.0,673364.358,9371381.273,-0.723054
943.0,755.0,330.0,195.0,673026.535,9371163.114,-6.652304
970.0,950.0,546.0,197.0,673125.846,9371059.162,-1.714119
1239.0,1204.0,540.0,188.0,673153.516,9371302.194,-2.073953
1170.0,1082.0,444.0,177.0,673185.983,9371296.802,-2.659245
746.0,564.0,317.0,200.0,673065.974,9371041.774,-11.124119
886.0,677.0,316.0,200.0,673118.681,9371113.807,-6.617191
976.0,1043.0,797.0,258.0,673414.108,9371292.126,-1.204126
1208.0,1297.0,865.0,203.0,673257.401,9371224.905,-0.857357
968.0,764.0,327.0,198.0,673073.558,9371202.598,-6.039245
871.0,794.0,463.0,217.0,673118.686,9371052.409,-1.124119
1163.0,1206.0,736.0,197.0,673270.345,9371215.272,-1.057357
862.0,797.0,482.0,190.0,673154.088,9371153.833,-1.050534
854.0,645.0,314.0,193.0,673058.285,9371135.052,-7.7036
1179.0,1204.0,677.0,188.0,673399.345,9371410.998,-1.403054
987.0,1057.0,791.0,234.0,673420.257,9371289.19,-0.730809
860.0,716.0,340.0,180.0,673162.811,9371087.626,-4.300534
860.0,653.0,309.0,191.0,673071.383,9371144.615,-8.0136
952.0,895.0,422.0,181.0,673108.826,9371232.106,-2.169245
1047.0,1002.0,451.0,182.0,673250.887,9371351.436,-2.706161
1346.0,1443.0,1013.0,234.0,673436.943,9371378.891,-0.730699
1274.0,1417.0,1036.0,248.0,673311.791,9371277.734,-0.703955
897.0,690.0,330.0,197.0,673121.879,9371116.554,-6.687191
904.0,902.0,472.0,185.0,673143.985,9371189.655,-0.8436
955.0,798.0,328.0,177.0,673227.265,9371144.372,-5.657473
883.0,814.0,446.0,208.0,673057.406,9371063.26,-1.740406
1312.0,1507.0,1154.0,292.0,673324.413,9371351.851,-0.913054
862.0,797.0,482.0,190.0,673153.75,9371156.738,-0.930534
1018.0,902.0,387.0,186.0,673336.017,9371166.401,-2.767357
1105.0,1153.0,802.0,227.0,673344.166,9371233.091,-0.730809
1002.0,1032.0,622.0,186.0,673151.061,9371196.345,-1.0236
1086.0,1013.0,446.0,188.0,673340.577,9371163.074,-2.677357
1219.0,1354.0,964.0,224.0,673294.348,9371263.186,-0.773955
857.0,746.0,381.0,189.0,673190.443,9371114.957,-2.357473
876.0,683.0,325.0,193.0,673043.864,9371120.753,-6.7736
915.0,812.0,425.0,209.0,673075.851,9371076.331,-1.577191
1246.0,1388.0,1032.0,253.0,673420.28,9371300.027,-0.670809
1252.0,1213.0,514.0,176.0,673300.66,9371192.707,-2.567357
1355.0,1532.0,1132.0,269.0,673303.358,9371322.342,-1.006773
1225.0,1214.0,562.0,190.0,673134.078,9371292.867,-1.943953
860.0,716.0,340.0,180.0,673166.045,9371084.05,-2.550746
1093.0,1123.0,670.0,181.0,673202.837,9371260.1,-0.816773
919.0,754.0,337.0,187.0,673151.839,9371082.156,-3.977473
744.0,546.0,315.0,207.0,673075.892,9371046.415,-10.924119
1185.0,1259.0,859.0,206.0,673236.705,9371279.554,-0.956773
905.0,817.0,461.0,203.0,673228.322,9371109.966,-2.880746
1253.0,1366.0,924.0,227.0,673252.452,9371289.726,-0.796773
1032.0,948.0,477.0,179.0,673111.408,9371234.319,-2.049245
886.0,690.0,335.0,188.0,673159.658,9371112.167,-6.020534
1344.0,1517.0,1181.0,279.0,673452.502,9371327.459,-0.994126
725.0,520.0,296.0,200.0,673093.189,9371022.22,-9.614119
872.0,755.0,364.0,189.0,673149.997,9371140.953,-1.937191
1334.0,1457.0,1056.0,236.0,673308.259,9371350.01,-0.269925
1029.0,898.0,356.0,177.0,673329.888,9371150.528,-4.337357
1173.0,1267.0,906.0,229.0,673412.043,9371360.128,-1.110699
868.0,822.0,458.0,197.0,673209.489,9371101.767,-1.340746
1059.0,1088.0,628.0,188.0,673153.217,9371209.439,-1.1836
1273.0,1273.0,577.0,179.0,673307.475,9371205.404,-1.897473
1140.0,1193.0,779.0,202.0,673267.001,9371217.737,-1.097357
1355.0,1532.0,1132.0,269.0,673308.259,9371325.169,-0.966773
1137.0,1189.0,767.0,195.0,673213.737,9371268.265,-1.606773
1248.0,1161.0,478.0,178.0,673139.53,9371256.544,-2.453953
908.0,702.0,320.0,189.0,673160.577,9371104.574,-6.030534
1355.0,1532.0,1132.0,269.0,673305.606,9371323.26,-1.086773
1047.0,1002.0,451.0,182.0,673251.519,9371351.937,-2.726161
770.0,639.0,370.0,218.0,673114.173,9371048.321,-1.814119
847.0,744.0,422.0,204.0,673064.462,9371066.512,-2.677191
1100.0,1067.0,493.0,184.0,673196.064,9371270.478,-1.367357
1086.0,1013.0,446.0,188.0,673345.114,9371160.782,-2.127357
1126.0,1208.0,904.0,244.0,673360.595,9371378.223,-0.733054
1219.0,1354.0,964.0,224.0,673295.021,9371263.755,-0.793955
1345.0,1499.0,1120.0,271.0,673317.008,9371354.103,-0.993054
1174.0,1088.0,441.0,177.0,673316.502,9371180.931,-2.917357
1346.0,1443.0,1013.0,234.0,673436.396,9371378.503,-0.750699
883.0,814.0,446.0,208.0,673059.234,9371062.214,-2.930406
935.0,884.0,541.0,189.0,673270.483,9371177.431,-1.147473
960.0,773.0,331.0,195.0,673230.232,9371146.779,-5.487473
916.0,875.0,533.0,206.0,673046.674,9371076.313,-1.200406
725.0,520.0,296.0,200.0,673095.048,9371027.774,-10.844119
1270.0,1375.0,929.0,213.0,673271.181,9371244.092,-0.853955
1007.0,875.0,361.0,199.0,673014.383,9371109.123,-4.482304
1047.0,1002.0,451.0,182.0,673250.258,9371350.87,-2.686161
1270.0,1375.0,929.0,213.0,673271.929,9371244.752,-0.833955
860.0,716.0,340.0,180.0,673166.811,9371084.34,-2.270746
1108.0,1175.0,828.0,221.0,673221.608,9371251.421,-0.627357
1077.0,981.0,384.0,186.0,673210.431,9371317.391,-3.349245
876.0,683.0,325.0,193.0,673045.63,9371122.63,-6.8036
1256.0,1401.0,1022.0,225.0,673306.87,9371273.724,-0.723955
1201.0,1132.0,450.0,185.0,673177.611,9371289.83,-2.639245
1227.0,1186.0,505.0,191.0,673159.346,9371297.817,-2.413953
1051.0,944.0,377.0,191.0,673215.57,9371321.572,-3.349245
1224.0,1319.0,906.0,225.0,673249.878,9371230.54,-0.647357
1223.0,1158.0,500.0,176.0,673161.375,9371232.737,-2.1536
1383.0,1540.0,1265.0,352.0,673461.944,9371333.822,-0.747422
896.0,721.0,326.0,189.0,673162.687,9371091.975,-5.127473
1201.0,1341.0,976.0,238.0,673364.531,9371247.87,-0.670809
868.0,752.0,353.0,177.0,673200.693,9371123.605,-3.277473
1322.0,1491.0,1155.0,304.0,673333.66,9371355.749,-0.673054
863.0,644.0,311.0,188.0,673050.85,9371127.54,-5.1736
990.0,810.0,346.0,195.0,673005.249,9371145.27,-5.372304
876.0,683.0,325.0,193.0,673046.008,9371122.951,-6.9136
1172.0,1272.0,884.0,210.0,673235.488,9371241.18,-0.827357
1573.0,1762.0,1505.0,463.0,673483.755,9371352.707,-0.780699
976.0,1043.0,797.0,258.0,673410.907,9371296.437,-1.044126
1426.0,1604.0,1309.0,373.0,673472.288,9371365.546,-0.670699
886.0,758.0,332.0,186.0,673032.716,9371106.598,-4.140406
1208.0,1297.0,865.0,203.0,673253.117,9371228.071,-0.887357
881.0,769.0,393.0,185.0,673103.672,9371227.833,-2.149245
872.0,718.0,340.0,187.0,673140.192,9371132.601,-5.347191
872.0,689.0,309.0,189.0,673096.418,9371094.961,-4.607191
725.0,520.0,296.0,200.0,673093.279,9371021.26,-9.914119
837.0,716.0,367.0,178.0,673156.446,9371135.385,-3.490534
1034.0,1006.0,602.0,178.0,673178.65,9371165.372,-2.137191
1285.0,1350.0,863.0,192.0,673443.326,9371383.101,-0.830699
1135.0,1070.0,487.0,183.0,673172.711,9371241.521,-2.0236
975.0,812.0,326.0,174.0,673208.726,9371130.049,-4.677473
1196.0,1339.0,1018.0,256.0,673409.17,9371358.087,-1.263955
1172.0,1272.0,884.0,210.0,673232.273,9371243.509,-0.787357
1234.0,1229.0,646.0,196.0,673139.89,9371312.28,-1.703953
1123.0,1109.0,540.0,174.0,673184.089,9371248.35,-1.556773
884.0,707.0,311.0,180.0,673172.334,9371100.158,-5.177473
1203.0,1196.0,676.0,177.0,673369.793,9371450.177,-1.766161
1018.0,902.0,387.0,186.0,673335.369,9371166.881,-2.837357
1206.0,1343.0,1030.0,257.0,673443.311,9371313.341,-1.054126
766.0,532.0,303.0,202.0,673072.845,9371032.835,-11.744119
847.0,744.0,422.0,204.0,673068.151,9371069.858,-2.337191
1302.0,1445.0,1157.0,316.0,673370.537,9371326.572,-0.903955
1201.0,1132.0,450.0,185.0,673173.56,9371287.215,-2.373953
1263.0,1388.0,1053.0,260.0,673430.886,9371328.382,-0.964126
1276.0,1262.0,579.0,178.0,673313.244,9371209.981,-1.607473
1253.0,1366.0,924.0,227.0,673251.926,9371289.291,-0.846773
928.0,808.0,368.0,188.0,673134.955,9371071.325,-3.310746
1122.0,1189.0,793.0,214.0,673345.164,9371435.609,-0.766161
1191.0,1215.0,754.0,196.0,673392.359,9371404.925,-1.063054
1220.0,1246.0,785.0,202.0,673359.523,9371444.844,-1.176161
1229.0,1371.0,1045.0,264.0,673397.922,9371272.654,-0.700809
976.0,1043.0,797.0,258.0,673411.054,9371298.935,-0.720809
955.0,798.0,328.0,177.0,673228.423,9371145.288,-5.477473
1175.0,1271.0,833.0,201.0,673245.871,9371284.755,-0.896773
1070.0,1184.0,913.0,269.0,673412.095,9371302.747,-0.690809
1122.0,1189.0,793.0,214.0,673349.312,9371438.274,-0.826161
1015.0,1016.0,552.0,199.0,673028.194,9371087.93,-2.032304
910.0,703.0,322.0,192.0,673056.848,9371188.536,-7.059245
1344.0,1517.0,1181.0,279.0,673452.918,9371326.177,-0.964126
1011.0,855.0,340.0,189.0,673013.617,9371110.349,-4.492304
1266.0,1441.0,1127.0,318.0,673382.67,9371336.075,-0.663955
955.0,798.0,328.0,177.0,673226.005,9371143.307,-5.667473
876.0,712.0,362.0,188.0,673084.283,9371083.945,-2.097191
1070.0,1184.0,913.0,269.0,673410.541,9371301.695,-0.680809
1254.0,1389.0,1072.0,294.0,673389.396,9371343.343,-1.023955
994.0,882.0,495.0,187.0,673122.415,9371066.0,-2.020746
888.0,759.0,363.0,172.0,673288.761,9371134.335,-4.470746
976.0,1043.0,797.0,258.0,673411.748,9371295.954,-1.034126
1248.0,1161.0,478.0,178.0,673130.926,9371250.565,-2.469245
1231.0,1321.0,852.0,202.0,673280.481,9371376.148,-0.876161
1263.0,1388.0,1053.0,260.0,673430.419,9371329.616,-1.094126
770.0,639.0,370.0,218.0,673112.052,9371046.23,-2.544119
1050.0,1089.0,806.0,223.0,673368.104,9371384.524,-0.743054
1163.0,1206.0,736.0,197.0,673272.852,9371213.442,-1.227357
995.0,1052.0,747.0,224.0,673373.998,9371389.382,-0.743054
1312.0,1507.0,1154.0,292.0,673320.112,9371353.023,-0.973054
1263.0,1388.0,1053.0,260.0,673431.076,9371327.925,-1.084126
1234.0,1229.0,646.0,196.0,673136.248,9371315.429,-1.633953
960.0,833.0,365.0,182.0,673250.416,9371163.239,-4.147473
1263.0,1388.0,1053.0,260.0,673439.974,9371323.302,-0.657422
1329.0,1475.0,1066.0,240.0,673293.583,9371316.587,-1.146773
1227.0,1191.0,536.0,190.0,673135.416,9371283.72,-2.333953
1266.0,1441.0,1127.0,318.0,673383.832,9371338.093,-1.003955
899.0,769.0,382.0,194.0,673138.602,9371186.001,-1.3436
890.0,758.0,343.0,182.0,673239.432,9371114.468,-5.370746
1069.0,1009.0,505.0,185.0,673181.282,9371167.694,-2.147191
1053.0,875.0,340.0,181.0,673308.731,9371142.462,-4.640746
1223.0,1380.0,1034.0,275.0,673348.091,9371367.562,-0.693054
883.0,679.0,314.0,184.0,673128.609,9371122.941,-6.357191
1032.0,948.0,477.0,179.0,673117.004,9371238.931,-1.639245
1170.0,1082.0,444.0,177.0,673188.37,9371298.821,-2.669245
1185.0,1259.0,859.0,206.0,673235.75,9371278.982,-1.416773
919.0,754.0,337.0,187.0,673157.57,9371080.649,-2.710746
1344.0,1517.0,1181.0,279.0,673450.359,9371323.43,-1.024126
872.0,689.0,309.0,189.0,673097.71,9371096.044,-4.087191
1093.0,1123.0,670.0,181.0,673200.659,9371267.139,-1.057357
976.0,1043.0,797.0,258.0,673414.102,9371292.21,-1.174126
1344.0,1517.0,1181.0,279.0,673452.735,9371326.689,-0.914126
872.0,718.0,340.0,187.0,673142.825,9371134.884,-4.517191
1286.0,1407.0,921.0,208.0,673261.059,9371296.238,-0.926773
979.0,817.0,337.0,182.0,673242.473,9371156.603,-4.777473
850.0,688.0,338.0,182.0,673276.652,9371129.587,-2.220746
881.0,769.0,393.0,185.0,673100.111,9371224.996,-2.459245
1059.0,1131.0,762.0,202.0,673217.642,9371254.447,-0.767357
1208.0,1297.0,865.0,203.0,673253.604,9371229.603,-0.843955
1086.0,1156.0,862.0,241.0,673324.897,9371416.363,-1.346161
1057.0,994.0,456.0,176.0,673193.931,9371178.618,-2.157191
1189.0,1275.0,810.0,189.0,673226.374,9371276.636,-1.426773
996.0,804.0,326.0,187.0,673236.51,9371151.974,-5.197473
1286.0,1260.0,551.0,171.0,673297.27,9371195.233,-2.307357
1263.0,1388.0,1053.0,260.0,673432.285,9371320.832,-1.127422
1181.0,1123.0,436.0,184.0,673153.429,9371269.494,-2.809245
1318.0,1475.0,1032.0,227.0,673283.256,9371308.818,-1.186773
1015.0,1016.0,552.0,199.0,673027.824,9371082.585,-1.192304
883.0,814.0,446.0,208.0,673055.928,9371064.964,-1.880406
1124.0,1162.0,721.0,194.0,673227.438,9371206.918,-0.953955
973.0,929.0,576.0,209.0,673025.244,9371068.746,-1.402304
1309.0,1443.0,1096.0,270.0,673312.599,9371406.556,-1.096161
1007.0,858.0,342.0,188.0,673029.823,9371102.153,-3.740406
1094.0,1079.0,583.0,181.0,673188.955,9371174.337,-2.927191
1156.0,1208.0,841.0,225.0,673258.553,9371233.794,-0.943955
1022.0,1060.0,722.0,214.0,673389.114,9371402.223,-0.993054
1182.0,1212.0,679.0,191.0,673272.907,9371369.788,-1.126161
1133.0,1242.0,931.0,243.0,673420.319,9371299.431,-0.660809
766.0,532.0,303.0,202.0,673075.099,9371031.703,-11.004119
1025.0,1068.0,784.0,231.0,673337.726,9371428.253,-0.846161
876.0,799.0,480.0,182.0,673265.547,9371174.259,-0.657473
974.0,780.0,333.0,190.0,673010.095,9371149.439,-5.602304
1277.0,1374.0,955.0,219.0,673287.724,9371257.779,-0.803955
921.0,744.0,325.0,178.0,673250.703,9371118.96,-5.710746
1193.0,1149.0,507.0,185.0,673137.06,9371273.376,-2.313953
899.0,769.0,382.0,194.0,673134.927,9371183.499,-2.2336
1025.0,1068.0,784.0,231.0,673330.142,9371420.714,-1.316161
1318.0,1475.0,1032.0,227.0,673283.541,9371308.952,-1.186773
1263.0,1388.0,1053.0,260.0,673433.383,9371322.151,-1.047422
872.0,718.0,340.0,187.0,673141.49,9371133.746,-4.787191
935.0,884.0,541.0,189.0,673273.113,9371179.298,-1.187473
1263.0,1388.0,1053.0,260.0,673432.343,9371320.719,-1.057422
973.0,929.0,576.0,209.0,673026.576,9371060.233,-2.142304
1014.0,847.0,350.0,197.0,673004.657,9371124.477,-4.862304
847.0,744.0,422.0,204.0,673065.448,9371064.812,-2.470406
992.0,840.0,355.0,181.0,673141.097,9371072.996,-3.044119
883.0,814.0,446.0,208.0,673054.587,9371066.87,-1.710406
904.0,902.0,472.0,185.0,673149.193,9371187.837,-1.163953
1069.0,1009.0,505.0,185.0,673180.062,9371166.599,-1.747191
1162.0,1276.0,982.0,274.0,673409.235,9371297.592,-1.080809
1135.0,1070.0,487.0,183.0,673172.253,9371241.168,-1.9836
968.0,764.0,327.0,198.0,673079.333,9371207.26,-5.679245
981.0,860.0,375.0,189.0,673022.47,9371096.158,-3.962304
1206.0,1343.0,1030.0,257.0,673449.882,9371318.065,-1.024126
994.0,902.0,385.0,182.0,673346.75,9371158.454,-2.327357
1017.0,1021.0,627.0,197.0,673025.554,9371070.403,-1.252304
886.0,677.0,316.0,200.0,673116.078,9371111.565,-6.687191
1286.0,1407.0,921.0,208.0,673260.553,9371295.979,-0.856773
1318.0,1475.0,1032.0,227.0,673284.228,9371309.393,-1.196773
1163.0,1206.0,736.0,197.0,673275.498,9371211.472,-1.397357
1358.0,1498.0,1067.0,253.0,673308.556,9371349.821,-0.713054
1185.0,1259.0,859.0,206.0,673234.221,9371278.136,-1.436773
1070.0,1184.0,913.0,269.0,673413.111,9371303.358,-0.700809
1256.0,1309.0,805.0,202.0,673336.038,9371226.822,-0.920809
1278.0,1440.0,1112.0,264.0,673445.269,9371321.135,-1.084126
874.0,719.0,330.0,179.0,673036.711,9371111.99,-4.450406
1152.0,1095.0,447.0,184.0,673182.634,9371280.445,-2.453953
1338.0,1469.0,1151.0,284.0,673443.639,9371330.369,-0.664126
889.0,814.0,466.0,192.0,673036.88,9371088.351,-2.840406
1355.0,1532.0,1132.0,269.0,673303.65,9371322.322,-1.046773
1044.0,863.0,342.0,190.0,673315.632,9371145.173,-4.577357
837.0,716.0,367.0,178.0,673156.258,9371137.004,-3.130534
888.0,759.0,363.0,172.0,673281.935,9371131.67,-3.460746
904.0,871.0,512.0,194.0,673153.07,9371161.383,-1.130534
904.0,902.0,472.0,185.0,673141.77,9371188.303,-0.8336
1133.0,1242.0,931.0,243.0,673422.254,9371290.617,-0.690809
1239.0,1204.0,540.0,188.0,673150.946,9371304.066,-2.033953
960.0,773.0,331.0,195.0,673231.496,9371147.704,-5.507473
1278.0,1440.0,1112.0,264.0,673445.209,9371324.148,-1.034126
1278.0,1440.0,1112.0,264.0,673446.178,9371324.219,-1.024126
756.0,556.0,340.0,202.0,673092.053,9371053.08,-6.844119
725.0,520.0,296.0,200.0,673093.407,9371021.313,-9.824119
1070.0,1184.0,913.0,269.0,673410.681,9371300.535,-0.730809
1278.0,1440.0,1112.0,264.0,673447.584,9371324.299,-1.004126
746.0,564.0,317.0,200.0,673065.409,9371041.399,-11.114119
1163.0,1206.0,736.0,197.0,673273.496,9371212.957,-1.237357
1105.0,1153.0,802.0,227.0,673347.834,9371235.366,-0.700809
1219.0,1354.0,964.0,224.0,673298.623,9371266.648,-0.763955
966.0,788.0,322.0,174.0,673219.744,9371138.662,-5.197473
1018.0,902.0,387.0,186.0,673337.952,9371164.858,-2.747357
1101.0,1077.0,591.0,186.0,673218.165,9371199.27,-1.377191
1278.0,1440.0,1112.0,264.0,673448.973,9371323.343,-0.984126
1312.0,1507.0,1154.0,292.0,673321.093,9371352.379,-0.953054
928.0,808.0,368.0,188.0,673139.546,9371073.279,-3.500746
